#From,To,Type (1: Power Flow ; 2:Power Injection; 3: Voltage Angle)
1295,1295,2
1296,1296,2
1297,1297,2
1300,1300,2
1302,1302,2
1304,1304,2
1305,1305,2
1306,1306,2
1308,1308,2
1311,1311,2
1316,1316,2
1318,1318,2
1319,1319,2
1322,1322,2
1326,1326,2
1331,1331,2
1334,1334,2
1335,1335,2
1336,1336,2
1340,1340,2
1341,1341,2
1342,1342,2
1347,1347,2
1348,1348,2
1352,1352,2
1354,1354,2
1356,1356,2
1357,1357,2
1358,1358,2
1362,1362,2
1363,1363,2
1365,1365,2
1366,1366,2
1369,1369,2
1373,1373,2
1374,1374,2
1375,1375,2
1377,1377,2
1379,1379,2
1381,1381,2
1382,1382,2
1383,1383,2
1384,1384,2
1385,1385,2
1389,1389,2
1394,1394,2
1396,1396,2
1398,1398,2
1399,1399,2
1400,1400,2
1402,1402,2
1403,1403,2
1406,1406,2
1407,1407,2
1408,1408,2
1411,1411,2
1412,1412,2
1415,1415,2
1416,1416,2
1420,1420,2
1421,1421,2
1422,1422,2
1423,1423,2
1425,1425,2
1428,1428,2
1430,1430,2
1431,1431,2
1432,1432,2
1434,1434,2
1436,1436,2
1438,1438,2
1439,1439,2
1441,1441,2
1443,1443,2
1449,1449,2
1450,1450,2
1451,1451,2
1452,1452,2
1454,1454,2
1457,1457,2
1459,1459,2
1463,1463,2
1464,1464,2
1466,1466,2
1469,1469,2
1470,1470,2
1471,1471,2
1472,1472,2
1475,1475,2
1477,1477,2
1479,1479,2
1481,1481,2
1488,1488,2
1491,1491,2
1494,1494,2
1498,1498,2
1500,1500,2
1511,1511,2
1512,1512,2
1516,1516,2
1517,1517,2
1518,1518,2
1519,1519,2
1523,1523,2
1524,1524,2
1527,1527,2
1530,1530,2
1532,1532,2
1535,1535,2
1536,1536,2
1539,1539,2
1542,1542,2
1543,1543,2
1546,1546,2
1548,1548,2
1549,1549,2
1552,1552,2
1553,1553,2
1554,1554,2
1556,1556,2
1560,1560,2
1561,1561,2
1567,1567,2
1573,1573,2
1574,1574,2
1576,1576,2
1580,1580,2
1582,1582,2
1584,1584,2
1588,1588,2
1590,1590,2
1593,1593,2
1594,1594,2
1598,1598,2
1600,1600,2
1602,1602,2
1607,1607,2
1608,1608,2
1611,1611,2
1612,1612,2
1613,1613,2
1614,1614,2
1615,1615,2
1618,1618,2
1620,1620,2
1621,1621,2
1624,1624,2
1626,1626,2
1630,1630,2
1634,1634,2
1638,1638,2
1639,1639,2
1640,1640,2
1643,1643,2
1645,1645,2
1646,1646,2
1648,1648,2
1649,1649,2
1651,1651,2
1653,1653,2
1656,1656,2
1657,1657,2
1658,1658,2
1659,1659,2
1660,1660,2
1663,1663,2
1665,1665,2
1666,1666,2
1668,1668,2
1671,1671,2
1672,1672,2
1674,1674,2
1675,1675,2
1676,1676,2
1677,1677,2
1679,1679,2
1682,1682,2
1687,1687,2
1691,1691,2
1696,1696,2
1697,1697,2
1700,1700,2
1702,1702,2
1703,1703,2
1704,1704,2
1705,1705,2
1706,1706,2
1709,1709,2
1717,1717,2
1719,1719,2
1722,1722,2
1724,1724,2
1725,1725,2
1726,1726,2
1729,1729,2
1730,1730,2
1738,1738,2
1743,1743,2
1745,1745,2
1747,1747,2
1752,1752,2
1753,1753,2
1754,1754,2
1756,1756,2
1757,1757,2
1758,1758,2
1760,1760,2
1764,1764,2
1765,1765,2
1766,1766,2
1768,1768,2
1770,1770,2
1775,1775,2
1777,1777,2
1780,1780,2
1782,1782,2
1783,1783,2
1784,1784,2
1788,1788,2
1792,1792,2
1796,1796,2
1797,1797,2
1801,1801,2
1803,1803,2
1805,1805,2
1806,1806,2
1810,1810,2
1812,1812,2
1814,1814,2
1815,1815,2
1819,1819,2
1823,1823,2
1824,1824,2
1830,1830,2
1832,1832,2
1840,1840,2
1842,1842,2
1843,1843,2
1846,1846,2
1847,1847,2
1852,1852,2
1853,1853,2
1855,1855,2
1856,1856,2
1858,1858,2
1860,1860,2
1865,1865,2
1868,1868,2
1869,1869,2
1871,1871,2
1872,1872,2
1875,1875,2
1876,1876,2
1877,1877,2
1878,1878,2
1882,1882,2
1886,1886,2
1887,1887,2
1890,1890,2
1892,1892,2
1895,1895,2
1896,1896,2
1899,1899,2
1901,1901,2
1904,1904,2
1909,1909,2
1913,1913,2
1919,1919,2
1920,1920,2
1923,1923,2
1925,1925,2
1926,1926,2
1927,1927,2
1928,1928,2
1929,1929,2
1933,1933,2
1935,1935,2
1936,1936,2
1938,1938,2
1939,1939,2
1940,1940,2
1943,1943,2
1948,1948,2
1951,1951,2
1952,1952,2
1955,1955,2
1956,1956,2
1958,1958,2
1969,1969,2
1975,1975,2
1976,1976,2
1977,1977,2
1979,1979,2
1981,1981,2
1983,1983,2
1985,1985,2
1987,1987,2
1991,1991,2
1993,1993,2
1994,1994,2
1996,1996,2
2001,2001,2
2006,2006,2
2008,2008,2
2011,2011,2
2012,2012,2
2014,2014,2
2016,2016,2
2017,2017,2
2019,2019,2
2020,2020,2
2022,2022,2
2023,2023,2
2024,2024,2
2025,2025,2
2026,2026,2
2028,2028,2
2030,2030,2
2032,2032,2
2033,2033,2
2035,2035,2
2037,2037,2
2045,2045,2
2047,2047,2
2053,2053,2
2054,2054,2
2055,2055,2
2058,2058,2
2061,2061,2
2064,2064,2
2067,2067,2
2069,2069,2
2071,2071,2
2072,2072,2
2073,2073,2
2075,2075,2
2078,2078,2
2079,2079,2
2080,2080,2
2081,2081,2
2085,2085,2
2087,2087,2
2089,2089,2
2097,2097,2
2098,2098,2
2100,2100,2
2102,2102,2
2103,2103,2
2105,2105,2
2108,2108,2
2115,2115,2
2118,2118,2
2120,2120,2
2122,2122,2
2124,2124,2
2126,2126,2
2127,2127,2
2129,2129,2
2131,2131,2
2136,2136,2
2141,2141,2
2144,2144,2
2145,2145,2
2146,2146,2
2147,2147,2
2153,2153,2
2154,2154,2
2156,2156,2
2162,2162,2
2166,2166,2
2167,2167,2
2169,2169,2
2170,2170,2
2171,2171,2
2172,2172,2
2173,2173,2
2174,2174,2
2178,2178,2
2182,2182,2
2183,2183,2
2187,2187,2
2188,2188,2
2189,2189,2
2192,2192,2
2195,2195,2
2196,2196,2
2197,2197,2
2198,2198,2
2199,2199,2
2200,2200,2
2203,2203,2
2204,2204,2
2209,2209,2
2212,2212,2
2223,2223,2
2224,2224,2
2226,2226,2
2227,2227,2
2229,2229,2
2232,2232,2
2234,2234,2
2235,2235,2
2236,2236,2
2239,2239,2
2240,2240,2
2241,2241,2
2245,2245,2
2252,2252,2
2254,2254,2
2255,2255,2
2257,2257,2
2258,2258,2
2263,2263,2
2265,2265,2
2267,2267,2
2269,2269,2
2273,2273,2
2276,2276,2
2278,2278,2
2280,2280,2
2281,2281,2
2283,2283,2
2286,2286,2
2288,2288,2
2289,2289,2
2290,2290,2
2291,2291,2
2293,2293,2
2298,2298,2
2299,2299,2
2301,2301,2
2302,2302,2
2309,2309,2
2310,2310,2
2314,2314,2
2316,2316,2
2317,2317,2
2320,2320,2
2323,2323,2
2328,2328,2
2333,2333,2
2334,2334,2
2335,2335,2
2336,2336,2
2339,2339,2
2341,2341,2
2343,2343,2
2344,2344,2
2345,2345,2
2346,2346,2
2348,2348,2
2349,2349,2
2352,2352,2
2353,2353,2
2354,2354,2
2360,2360,2
2362,2362,2
2364,2364,2
2367,2367,2
2368,2368,2
2375,2375,2
2382,2382,2
2388,2388,2
2392,2392,2
2394,2394,2
2398,2398,2
2399,2399,2
2400,2400,2
2401,2401,2
2403,2403,2
2404,2404,2
2406,2406,2
2408,2408,2
2409,2409,2
2411,2411,2
2419,2419,2
2421,2421,2
2423,2423,2
2426,2426,2
2429,2429,2
2430,2430,2
2433,2433,2
2434,2434,2
2436,2436,2
2437,2437,2
2440,2440,2
2441,2441,2
2446,2446,2
2449,2449,2
2451,2451,2
2453,2453,2
2455,2455,2
2457,2457,2
2458,2458,2
2459,2459,2
2461,2461,2
2464,2464,2
2468,2468,2
2469,2469,2
2470,2470,2
2471,2471,2
2472,2472,2
2473,2473,2
2474,2474,2
2475,2475,2
2478,2478,2
2480,2480,2
2481,2481,2
2482,2482,2
2484,2484,2
2486,2486,2
2490,2490,2
2491,2491,2
2492,2492,2
2495,2495,2
2496,2496,2
2497,2497,2
2499,2499,2
2500,2500,2
2502,2502,2
2507,2507,2
2508,2508,2
2509,2509,2
2511,2511,2
2513,2513,2
2514,2514,2
2515,2515,2
2517,2517,2
2518,2518,2
2519,2519,2
2521,2521,2
2523,2523,2
2524,2524,2
2527,2527,2
2533,2533,2
2535,2535,2
2537,2537,2
2538,2538,2
2543,2543,2
2545,2545,2
2546,2546,2
2547,2547,2
2548,2548,2
2550,2550,2
2551,2551,2
2553,2553,2
2558,2558,2
2566,2566,2
2567,2567,2
2569,2569,2
2570,2570,2
2574,2574,2
2580,2580,2
2581,2581,2
2582,2582,2
2584,2584,2
2588,2588,2
2592,2592,2
2594,2594,2
2598,2598,2
2601,2601,2
2606,2606,2
2607,2607,2
2612,2612,2
2614,2614,2
2615,2615,2
2617,2617,2
2621,2621,2
2623,2623,2
2626,2626,2
2628,2628,2
2630,2630,2
2631,2631,2
2632,2632,2
2634,2634,2
2636,2636,2
2640,2640,2
2643,2643,2
2645,2645,2
2646,2646,2
2648,2648,2
2652,2652,2
2656,2656,2
2660,2660,2
2661,2661,2
2662,2662,2
2663,2663,2
2665,2665,2
2668,2668,2
2670,2670,2
2671,2671,2
2672,2672,2
2673,2673,2
2674,2674,2
2675,2675,2
2682,2682,2
2683,2683,2
2684,2684,2
2686,2686,2
2687,2687,2
2688,2688,2
2689,2689,2
2693,2693,2
2696,2696,2
2700,2700,2
2701,2701,2
2705,2705,2
2706,2706,2
2709,2709,2
2711,2711,2
2714,2714,2
2717,2717,2
2718,2718,2
2724,2724,2
2727,2727,2
2728,2728,2
2730,2730,2
2733,2733,2
2734,2734,2
2737,2737,2
2740,2740,2
2741,2741,2
2743,2743,2
2745,2745,2
2746,2746,2
2748,2748,2
2752,2752,2
2753,2753,2
2754,2754,2
2755,2755,2
2756,2756,2
2760,2760,2
2761,2761,2
2765,2765,2
2770,2770,2
2775,2775,2
2776,2776,2
2777,2777,2
2778,2778,2
2781,2781,2
2784,2784,2
2785,2785,2
2788,2788,2
2790,2790,2
2791,2791,2
2792,2792,2
2796,2796,2
2797,2797,2
2802,2802,2
2804,2804,2
2805,2805,2
2806,2806,2
2810,2810,2
2811,2811,2
2812,2812,2
2815,2815,2
2816,2816,2
2817,2817,2
2820,2820,2
2821,2821,2
2823,2823,2
2824,2824,2
2825,2825,2
2828,2828,2
2829,2829,2
2833,2833,2
2838,2838,2
2843,2843,2
2844,2844,2
2847,2847,2
2850,2850,2
2851,2851,2
2856,2856,2
2857,2857,2
2858,2858,2
2859,2859,2
2860,2860,2
2862,2862,2
2864,2864,2
2865,2865,2
2871,2871,2
2872,2872,2
2873,2873,2
2876,2876,2
2877,2877,2
2878,2878,2
2879,2879,2
2881,2881,2
2882,2882,2
2885,2885,2
2890,2890,2
2892,2892,2
2895,2895,2
2896,2896,2
2898,2898,2
2899,2899,2
2900,2900,2
2901,2901,2
2905,2905,2
2907,2907,2
2909,2909,2
2911,2911,2
2912,2912,2
2915,2915,2
2920,2920,2
2922,2922,2
2923,2923,2
2925,2925,2
2930,2930,2
2937,2937,2
2942,2942,2
2943,2943,2
2945,2945,2
2946,2946,2
2950,2950,2
2953,2953,2
2954,2954,2
2955,2955,2
2961,2961,2
2963,2963,2
2964,2964,2
2965,2965,2
2969,2969,2
2970,2970,2
2971,2971,2
2974,2974,2
2979,2979,2
2980,2980,2
2982,2982,2
2987,2987,2
2988,2988,2
2989,2989,2
2990,2990,2
2991,2991,2
2995,2995,2
2998,2998,2
3000,3000,2
3003,3003,2
3009,3009,2
3014,3014,2
3016,3016,2
3017,3017,2
3022,3022,2
3031,3031,2
3033,3033,2
3036,3036,2
3038,3038,2
3041,3041,2
3044,3044,2
3047,3047,2
3048,3048,2
3051,3051,2
3052,3052,2
3057,3057,2
3059,3059,2
3062,3062,2
3067,3067,2
3068,3068,2
3069,3069,2
3072,3072,2
3075,3075,2
3081,3081,2
3084,3084,2
3086,3086,2
3087,3087,2
3088,3088,2
3093,3093,2
3098,3098,2
3101,3101,2
3103,3103,2
3104,3104,2
3105,3105,2
3107,3107,2
3112,3112,2
3115,3115,2
3118,3118,2
3122,3122,2
3123,3123,2
3126,3126,2
3127,3127,2
3128,3128,2
3131,3131,2
3132,3132,2
3136,3136,2
3138,3138,2
3139,3139,2
3144,3144,2
3146,3146,2
3149,3149,2
3151,3151,2
3152,3152,2
3153,3153,2
3156,3156,2
3157,3157,2
3161,3161,2
3162,3162,2
3163,3163,2
3167,3167,2
3168,3168,2
3169,3169,2
3172,3172,2
3179,3179,2
3181,3181,2
3183,3183,2
3186,3186,2
3187,3187,2
3188,3188,2
3190,3190,2
3191,3191,2
3192,3192,2
3194,3194,2
3195,3195,2
3196,3196,2
3197,3197,2
3201,3201,2
3202,3202,2
3203,3203,2
3206,3206,2
3208,3208,2
3209,3209,2
3210,3210,2
3216,3216,2
3217,3217,2
3219,3219,2
3220,3220,2
3221,3221,2
3223,3223,2
3224,3224,2
3227,3227,2
3228,3228,2
3232,3232,2
3238,3238,2
3240,3240,2
3243,3243,2
3249,3249,2
3252,3252,2
3256,3256,2
3258,3258,2
3260,3260,2
3262,3262,2
3263,3263,2
3264,3264,2
3266,3266,2
3271,3271,2
3272,3272,2
3273,3273,2
3275,3275,2
3276,3276,2
3280,3280,2
3281,3281,2
3284,3284,2
3287,3287,2
3288,3288,2
3290,3290,2
3292,3292,2
3297,3297,2
3300,3300,2
3301,3301,2
3307,3307,2
3308,3308,2
3310,3310,2
3315,3315,2
3317,3317,2
3320,3320,2
3321,3321,2
3322,3322,2
3325,3325,2
3326,3326,2
3328,3328,2
3329,3329,2
3332,3332,2
3333,3333,2
3335,3335,2
3336,3336,2
3338,3338,2
3341,3341,2
3344,3344,2
3348,3348,2
3354,3354,2
3356,3356,2
3357,3357,2
3358,3358,2
3360,3360,2
3361,3361,2
3362,3362,2
3363,3363,2
3368,3368,2
3370,3370,2
3371,3371,2
3376,3376,2
3378,3378,2
3380,3380,2
3381,3381,2
3385,3385,2
3386,3386,2
3387,3387,2
3388,3388,2
3389,3389,2
3391,3391,2
3392,3392,2
3395,3395,2
3399,3399,2
3401,3401,2
3402,3402,2
3403,3403,2
3406,3406,2
3408,3408,2
3409,3409,2
3416,3416,2
3418,3418,2
3425,3425,2
3428,3428,2
3429,3429,2
3431,3431,2
3433,3433,2
3434,3434,2
3435,3435,2
3437,3437,2
3445,3445,2
3447,3447,2
3448,3448,2
3450,3450,2
3455,3455,2
3459,3459,2
3460,3460,2
3463,3463,2
3467,3467,2
3468,3468,2
3471,3471,2
3472,3472,2
3474,3474,2
3476,3476,2
3478,3478,2
3480,3480,2
3482,3482,2
3483,3483,2
3492,3492,2
3497,3497,2
3500,3500,2
3501,3501,2
3503,3503,2
3507,3507,2
3508,3508,2
3509,3509,2
3511,3511,2
3512,3512,2
3513,3513,2
3519,3519,2
3520,3520,2
3521,3521,2
3527,3527,2
3531,3531,2
3532,3532,2
3533,3533,2
3537,3537,2
3538,3538,2
3539,3539,2
3543,3543,2
3544,3544,2
3545,3545,2
3546,3546,2
3547,3547,2
3549,3549,2
3553,3553,2
3554,3554,2
3559,3559,2
3560,3560,2
3564,3564,2
3565,3565,2
3568,3568,2
3572,3572,2
3574,3574,2
3575,3575,2
3577,3577,2
3579,3579,2
3580,3580,2
3584,3584,2
3587,3587,2
3588,3588,2
3595,3595,2
3607,3607,2
3609,3609,2
3611,3611,2
3612,3612,2
3615,3615,2
3616,3616,2
3617,3617,2
3619,3619,2
3621,3621,2
3623,3623,2
3626,3626,2
3629,3629,2
3630,3630,2
3632,3632,2
3633,3633,2
3636,3636,2
3638,3638,2
3639,3639,2
3640,3640,2
3645,3645,2
3646,3646,2
3651,3651,2
3652,3652,2
3654,3654,2
3655,3655,2
3656,3656,2
3657,3657,2
3660,3660,2
3663,3663,2
3665,3665,2
3666,3666,2
3667,3667,2
3668,3668,2
3671,3671,2
3672,3672,2
3675,3675,2
3676,3676,2
3677,3677,2
3678,3678,2
3680,3680,2
3684,3684,2
3685,3685,2
3687,3687,2
3689,3689,2
3690,3690,2
3693,3693,2
3694,3694,2
3697,3697,2
3698,3698,2
3700,3700,2
3702,3702,2
3704,3704,2
3705,3705,2
3706,3706,2
3707,3707,2
3716,3716,2
3717,3717,2
3718,3718,2
3722,3722,2
3726,3726,2
3733,3733,2
3735,3735,2
3736,3736,2
3737,3737,2
3738,3738,2
3741,3741,2
3742,3742,2
3744,3744,2
3745,3745,2
3746,3746,2
3747,3747,2
3748,3748,2
3749,3749,2
3753,3753,2
3760,3760,2
3761,3761,2
3763,3763,2
3770,3770,2
3771,3771,2
3772,3772,2
3773,3773,2
3775,3775,2
3779,3779,2
3784,3784,2
3787,3787,2
3788,3788,2
3789,3789,2
3790,3790,2
3791,3791,2
3792,3792,2
3793,3793,2
3794,3794,2
3799,3799,2
3800,3800,2
3804,3804,2
3806,3806,2
3810,3810,2
3812,3812,2
3814,3814,2
3817,3817,2
3818,3818,2
3820,3820,2
3821,3821,2
3824,3824,2
3826,3826,2
3828,3828,2
3830,3830,2
3831,3831,2
3832,3832,2
3835,3835,2
3836,3836,2
3837,3837,2
3840,3840,2
3841,3841,2
3842,3842,2
3846,3846,2
3848,3848,2
3849,3849,2
3850,3850,2
3852,3852,2
3854,3854,2
3859,3859,2
3860,3860,2
3863,3863,2
3865,3865,2
3868,3868,2
3869,3869,2
3871,3871,2
3872,3872,2
3874,3874,2
3875,3875,2
3876,3876,2
3879,3879,2
3881,3881,2
3882,3882,2
3885,3885,2
3886,3886,2
3887,3887,2
3890,3890,2
3892,3892,2
3893,3893,2
3894,3894,2
3899,3899,2
3902,3902,2
3904,3904,2
3906,3906,2
3908,3908,2
3909,3909,2
3910,3910,2
3911,3911,2
3912,3912,2
3916,3916,2
3918,3918,2
3920,3920,2
3921,3921,2
3922,3922,2
3924,3924,2
3928,3928,2
3929,3929,2
3930,3930,2
3931,3931,2
3933,3933,2
3937,3937,2
3943,3943,2
3945,3945,2
3946,3946,2
3950,3950,2
3951,3951,2
3953,3953,2
3956,3956,2
3958,3958,2
3959,3959,2
3960,3960,2
3963,3963,2
3964,3964,2
3966,3966,2
3971,3971,2
3972,3972,2
3973,3973,2
3974,3974,2
3976,3976,2
3977,3977,2
3980,3980,2
3981,3981,2
3984,3984,2
3985,3985,2
3990,3990,2
3993,3993,2
3995,3995,2
3996,3996,2
3997,3997,2
4000,4000,2
4001,4001,2
4002,4002,2
4011,4011,2
4014,4014,2
4017,4017,2
4018,4018,2
4019,4019,2
4024,4024,2
4025,4025,2
4027,4027,2
4030,4030,2
4031,4031,2
4034,4034,2
4035,4035,2
4040,4040,2
4042,4042,2
4043,4043,2
4046,4046,2
4047,4047,2
4049,4049,2
4050,4050,2
4053,4053,2
4056,4056,2
4057,4057,2
4060,4060,2
4062,4062,2
4063,4063,2
4066,4066,2
4068,4068,2
4072,4072,2
4076,4076,2
4077,4077,2
4079,4079,2
4080,4080,2
4083,4083,2
4084,4084,2
4085,4085,2
4086,4086,2
4088,4088,2
4090,4090,2
4092,4092,2
4097,4097,2
4098,4098,2
4100,4100,2
4101,4101,2
4106,4106,2
4112,4112,2
4116,4116,2
4117,4117,2
4118,4118,2
4122,4122,2
4123,4123,2
4126,4126,2
4127,4127,2
4128,4128,2
4131,4131,2
4132,4132,2
4136,4136,2
4137,4137,2
4141,4141,2
4143,4143,2
4145,4145,2
4149,4149,2
4153,4153,2
4159,4159,2
4160,4160,2
4168,4168,2
4171,4171,2
4174,4174,2
4176,4176,2
4180,4180,2
4183,4183,2
4184,4184,2
4185,4185,2
4186,4186,2
4188,4188,2
4194,4194,2
4196,4196,2
4201,4201,2
4202,4202,2
4204,4204,2
4205,4205,2
4209,4209,2
4210,4210,2
4211,4211,2
4213,4213,2
4214,4214,2
4215,4215,2
4226,4226,2
4227,4227,2
4228,4228,2
4231,4231,2
4232,4232,2
4234,4234,2
4236,4236,2
4239,4239,2
4240,4240,2
4243,4243,2
4244,4244,2
4245,4245,2
4246,4246,2
4251,4251,2
4256,4256,2
4259,4259,2
4260,4260,2
4261,4261,2
4269,4269,2
4273,4273,2
4277,4277,2
4280,4280,2
4281,4281,2
4282,4282,2
4286,4286,2
4289,4289,2
4293,4293,2
4294,4294,2
4296,4296,2
4299,4299,2
4303,4303,2
4306,4306,2
4308,4308,2
4310,4310,2
4311,4311,2
4312,4312,2
4316,4316,2
4317,4317,2
4318,4318,2
4319,4319,2
4321,4321,2
4324,4324,2
4325,4325,2
4327,4327,2
4335,4335,2
4336,4336,2
4337,4337,2
4338,4338,2
4339,4339,2
4341,4341,2
4342,4342,2
4347,4347,2
4348,4348,2
4351,4351,2
4354,4354,2
4355,4355,2
4356,4356,2
4357,4357,2
4359,4359,2
4361,4361,2
4362,4362,2
4363,4363,2
4366,4366,2
4368,4368,2
4369,4369,2
4370,4370,2
4371,4371,2
4372,4372,2
4374,4374,2
4375,4375,2
4376,4376,2
4377,4377,2
4380,4380,2
4381,4381,2
4382,4382,2
4383,4383,2
4391,4391,2
4392,4392,2
4394,4394,2
4395,4395,2
4396,4396,2
4400,4400,2
4401,4401,2
4403,4403,2
4404,4404,2
4405,4405,2
4406,4406,2
4407,4407,2
4408,4408,2
4409,4409,2
4411,4411,2
4412,4412,2
4414,4414,2
4415,4415,2
4416,4416,2
4417,4417,2
4421,4421,2
4422,4422,2
4423,4423,2
4424,4424,2
4429,4429,2
4430,4430,2
4432,4432,2
4436,4436,2
4437,4437,2
4438,4438,2
4441,4441,2
4442,4442,2
4443,4443,2
4445,4445,2
4450,4450,2
4456,4456,2
4464,4464,2
4467,4467,2
4468,4468,2
4469,4469,2
4472,4472,2
4474,4474,2
4475,4475,2
4477,4477,2
4478,4478,2
4481,4481,2
4483,4483,2
4484,4484,2
4485,4485,2
4486,4486,2
4487,4487,2
4491,4491,2
4494,4494,2
4495,4495,2
4496,4496,2
4497,4497,2
4498,4498,2
4500,4500,2
4504,4504,2
4506,4506,2
4507,4507,2
4508,4508,2
4510,4510,2
4512,4512,2
4515,4515,2
4516,4516,2
4518,4518,2
4519,4519,2
4521,4521,2
4527,4527,2
4532,4532,2
4535,4535,2
4538,4538,2
4540,4540,2
4541,4541,2
4542,4542,2
4543,4543,2
4547,4547,2
4549,4549,2
4552,4552,2
4553,4553,2
4554,4554,2
4555,4555,2
4557,4557,2
4558,4558,2
4563,4563,2
4564,4564,2
4565,4565,2
4569,4569,2
4570,4570,2
4571,4571,2
4573,4573,2
4576,4576,2
4578,4578,2
4579,4579,2
4582,4582,2
4583,4583,2
4584,4584,2
4585,4585,2
4590,4590,2
4593,4593,2
4598,4598,2
4601,4601,2
4604,4604,2
4605,4605,2
4608,4608,2
4610,4610,2
4613,4613,2
4614,4614,2
4620,4620,2
4621,4621,2
4623,4623,2
4624,4624,2
4625,4625,2
4626,4626,2
4627,4627,2
4630,4630,2
4631,4631,2
4632,4632,2
4633,4633,2
4634,4634,2
4641,4641,2
4642,4642,2
4643,4643,2
4648,4648,2
4649,4649,2
4653,4653,2
4661,4661,2
4662,4662,2
4663,4663,2
4664,4664,2
4666,4666,2
4667,4667,2
4668,4668,2
4669,4669,2
4670,4670,2
4672,4672,2
4673,4673,2
4677,4677,2
4680,4680,2
4683,4683,2
4684,4684,2
4686,4686,2
4691,4691,2
4692,4692,2
4694,4694,2
4696,4696,2
4697,4697,2
4699,4699,2
4700,4700,2
4701,4701,2
4702,4702,2
4703,4703,2
4704,4704,2
4707,4707,2
4708,4708,2
4709,4709,2
4710,4710,2
4711,4711,2
4713,4713,2
4714,4714,2
4716,4716,2
4719,4719,2
4721,4721,2
4722,4722,2
4724,4724,2
4725,4725,2
4726,4726,2
4728,4728,2
4729,4729,2
4735,4735,2
4737,4737,2
4738,4738,2
4739,4739,2
4740,4740,2
4742,4742,2
4749,4749,2
4750,4750,2
4751,4751,2
4754,4754,2
4756,4756,2
4760,4760,2
4761,4761,2
4763,4763,2
4765,4765,2
4767,4767,2
4768,4768,2
4770,4770,2
4771,4771,2
4776,4776,2
4783,4783,2
4785,4785,2
4786,4786,2
4788,4788,2
4791,4791,2
4792,4792,2
4806,4806,2
4807,4807,2
4812,4812,2
4813,4813,2
4816,4816,2
4819,4819,2
4820,4820,2
4822,4822,2
4824,4824,2
4832,4832,2
4834,4834,2
4835,4835,2
4836,4836,2
4839,4839,2
4840,4840,2
4841,4841,2
4844,4844,2
4846,4846,2
4848,4848,2
4850,4850,2
4851,4851,2
4855,4855,2
4856,4856,2
4858,4858,2
4859,4859,2
4864,4864,2
4866,4866,2
4867,4867,2
4868,4868,2
4874,4874,2
4875,4875,2
4879,4879,2
4883,4883,2
4885,4885,2
4886,4886,2
4890,4890,2
4893,4893,2
4896,4896,2
4897,4897,2
4900,4900,2
4901,4901,2
4902,4902,2
4903,4903,2
4909,4909,2
4910,4910,2
4912,4912,2
4914,4914,2
4917,4917,2
4918,4918,2
4919,4919,2
4921,4921,2
4922,4922,2
4924,4924,2
4926,4926,2
4928,4928,2
4929,4929,2
4933,4933,2
4934,4934,2
4937,4937,2
4939,4939,2
4945,4945,2
4948,4948,2
4951,4951,2
4952,4952,2
4954,4954,2
4956,4956,2
4957,4957,2
4960,4960,2
4965,4965,2
4966,4966,2
4969,4969,2
4971,4971,2
4973,4973,2
4974,4974,2
4975,4975,2
4977,4977,2
4980,4980,2
4981,4981,2
4984,4984,2
4986,4986,2
4989,4989,2
4990,4990,2
4992,4992,2
4995,4995,2
4997,4997,2
4998,4998,2
4999,4999,2
5000,5000,2
5003,5003,2
5004,5004,2
5006,5006,2
5007,5007,2
5009,5009,2
5011,5011,2
5014,5014,2
5017,5017,2
5018,5018,2
5019,5019,2
5021,5021,2
5023,5023,2
5029,5029,2
5034,5034,2
5036,5036,2
5037,5037,2
5038,5038,2
5040,5040,2
5041,5041,2
5042,5042,2
5046,5046,2
5048,5048,2
5050,5050,2
5052,5052,2
5054,5054,2
5055,5055,2
5057,5057,2
5061,5061,2
5064,5064,2
5066,5066,2
5067,5067,2
5068,5068,2
5069,5069,2
5070,5070,2
5071,5071,2
5074,5074,2
5075,5075,2
5079,5079,2
5080,5080,2
5081,5081,2
5083,5083,2
5084,5084,2
5086,5086,2
5089,5089,2
5090,5090,2
5092,5092,2
5094,5094,2
5096,5096,2
5099,5099,2
5102,5102,2
5105,5105,2
5107,5107,2
5108,5108,2
5110,5110,2
5111,5111,2
5112,5112,2
5113,5113,2
5114,5114,2
5117,5117,2
5122,5122,2
5123,5123,2
5124,5124,2
5128,5128,2
5130,5130,2
5135,5135,2
5138,5138,2
5139,5139,2
5141,5141,2
5144,5144,2
5145,5145,2
5148,5148,2
5150,5150,2
5153,5153,2
5154,5154,2
5155,5155,2
5156,5156,2
5157,5157,2
5159,5159,2
5166,5166,2
5168,5168,2
5169,5169,2
5172,5172,2
5173,5173,2
5177,5177,2
5178,5178,2
5179,5179,2
5183,5183,2
5188,5188,2
5192,5192,2
5193,5193,2
5194,5194,2
5197,5197,2
5199,5199,2
5200,5200,2
5201,5201,2
5202,5202,2
5204,5204,2
5207,5207,2
5213,5213,2
5217,5217,2
5219,5219,2
5220,5220,2
5221,5221,2
5226,5226,2
5230,5230,2
5232,5232,2
5235,5235,2
5236,5236,2
5238,5238,2
5242,5242,2
5243,5243,2
5244,5244,2
5247,5247,2
5252,5252,2
5254,5254,2
5255,5255,2
5256,5256,2
5261,5261,2
5263,5263,2
5264,5264,2
5271,5271,2
5273,5273,2
5274,5274,2
5275,5275,2
5279,5279,2
